,treino,previsto
gamma1,[0.9059729815293226],[0.9053153395652771]
gamma2,[0.05882432741086607],[0.05888011306524277]
gamma3,[0.8188201278420804],[0.8195830583572388]
gamma4,[0.07460963363587747],[0.07448229193687439]
JXX,[-0.4519037210433372],[-0.45123448967933655]
JXY,[0.6206961044701675],[0.6208228468894958]
JXZ,[0.3811853060773691],[0.38033178448677063]
JYX,[0.2029140774554663],[0.2023211121559143]
JYY,[0.11638009550669604],[0.11702742427587509]
JYZ,[0.322642171744002],[0.3223274052143097]
JZX,[-0.709394410579794],[-0.7089399099349976]
JZY,[-0.11989041615046037],[-0.11918015033006668]
JZZ,[-0.6754653552222227],[-0.6748107075691223]
JIX,[-0.05085864262290385],[-0.051377709954977036]
JIY,[0.31494500531451064],[0.31522729992866516]
JIZ,[0.3328209422496762],[0.3328855037689209]
JXI,[-0.7147992941492645],[-0.7151321768760681]
JYI,[-0.9782791138198641],[-0.9781513810157776]
JZI,[-0.25049101587327116],[-0.25009649991989136]
