,treino,previsto
gamma1,[0.21101029956774453],[0.21101246774196625]
gamma2,[0.8480765801722641],[0.847905158996582]
gamma3,[0.7173017220824032],[0.71722412109375]
gamma4,[0.07495132545320449],[0.07504267990589142]
JXX,[-0.4322994082024627],[-0.43223631381988525]
JXY,[-0.7645872688839439],[-0.76442551612854]
JXZ,[-0.37792355037599856],[-0.37774598598480225]
JYX,[0.4869415856794128],[0.4869551360607147]
JYY,[-0.9284885689746154],[-0.9284827709197998]
JYZ,[0.24987511436094323],[0.24974435567855835]
JZX,[-0.7299776781859193],[-0.7301449179649353]
JZY,[0.5901424869311658],[0.5901133418083191]
JZZ,[0.47393524876420434],[0.47405362129211426]
JIX,[-0.4562491712318184],[-0.45649832487106323]
JIY,[-0.02394358429818433],[-0.023940272629261017]
JIZ,[-0.8362413152576669],[-0.8364457488059998]
JXI,[-0.32253302601586054],[-0.3221572935581207]
JYI,[-0.855332784589292],[-0.8550209403038025]
JZI,[-0.9779272658402001],[-0.9777699708938599]
