,treino,previsto
gamma1,[0.041880336369846005],[0.04195566102862358]
gamma2,[0.9821934207987782],[0.9808205962181091]
gamma3,[0.9647577811255668],[0.9638611674308777]
gamma4,[0.6539225335338404],[0.6532030701637268]
JIX,[-0.09524089298036276],[-0.09516046196222305]
JIY,[0.11954477216099191],[0.11963475495576859]
JIZ,[0.8484211680474587],[0.8476366996765137]
JXI,[-0.06869985980045334],[-0.06903915107250214]
JYI,[0.01568254612454223],[0.015987945720553398]
JZI,[0.1747696576997939],[0.1744605451822281]
JXX,[-0.6306793122902468],[-0.6297199726104736]
JXY,[0.023817278083611004],[0.023848049342632294]
JXZ,[0.25976544043360383],[0.25911247730255127]
JYX,[0.5859537450399053],[0.585293710231781]
JYY,[-0.8117530875415631],[-0.8108601570129395]
JYZ,[-0.393197474750949],[-0.39240697026252747]
JZX,[-0.8186589250163212],[-0.8178988695144653]
JZY,[0.6192890687343551],[0.6186102628707886]
JZZ,[0.38687696508247815],[0.3870343863964081]
