,treino,previsto
gamma1,[0.42217723868822266],[0.49125605821609497]
gamma2,[0.752277576156766],[0.983104407787323]
gamma3,[0.8673128365846117],[0.9320632815361023]
gamma4,[0.5133662267065129],[0.41876569390296936]
JIX,[-0.5802975109269655],[-0.45304200053215027]
JIY,[-0.2292041774699194],[-0.3688007891178131]
JIZ,[-0.6098793712177752],[-0.7240374088287354]
JXI,[-0.208798665868833],[-0.4827590882778168]
JYI,[0.12536156185456337],[-0.09158632159233093]
JZI,[0.29162154792135575],[0.6146236658096313]
JXX,[-0.49062788968221094],[-0.825145423412323]
JXY,[-0.28781508340846984],[-0.08680164813995361]
JXZ,[-0.6434039479658533],[-0.6824354529380798]
JYX,[0.6293799732194609],[0.40992456674575806]
JYY,[-0.4119906324923841],[-0.6354286670684814]
JYZ,[0.7655460513744845],[0.9100344777107239]
JZX,[-0.852570647504473],[-0.9340740442276001]
JZY,[-0.9827666564589634],[-1.097582221031189]
JZZ,[-0.152297208490475],[-0.4739965796470642]
