,treino,previsto
gamma1,[0.9274756314280604],[0.9177982211112976]
gamma2,[0.8289200487784194],[0.7720623016357422]
gamma3,[0.8066523467023234],[0.689318060874939]
gamma4,[0.8004478385429662],[0.9515860080718994]
JIX,[-0.527903820525131],[-0.350108802318573]
JIY,[-0.7936679315385684],[-0.7943925261497498]
JIZ,[-0.20788351477863798],[-0.49971455335617065]
JXI,[-0.6900554583951795],[-0.8944577574729919]
JYI,[-0.8669698086408202],[-0.8925050497055054]
JZI,[-0.19681797102985032],[0.002056732075288892]
JXX,[0.8359100861754378],[0.5642204880714417]
JXY,[0.600904702991617],[0.3356715142726898]
JXZ,[0.5303252050108769],[0.37064993381500244]
JYX,[-0.5561436486193647],[-0.23359233140945435]
JYY,[0.07336001634962708],[-0.14968673884868622]
JYZ,[-0.44663471311709957],[-0.680138349533081]
JZX,[-0.6546709414292622],[-0.741351842880249]
JZY,[-0.7876334151369397],[-0.741382896900177]
JZZ,[-0.571199134842167],[-0.7879253029823303]
