,treino,previsto
gamma1,[0.5901527546316861],[0.5508456826210022]
gamma2,[0.6068757160405743],[0.7072206139564514]
gamma3,[0.9811690850890965],[0.7917822599411011]
gamma4,[0.7428108992904813],[0.5923123359680176]
JIX,[-0.2588867178073859],[-0.3279999792575836]
JIY,[0.9003708718663839],[0.8611921668052673]
JIZ,[-0.5999070717600636],[-0.30508551001548767]
JXI,[-0.4060517541652038],[-0.3361121118068695]
JYI,[-0.16375735637421673],[-0.2519446909427643]
JZI,[-0.5253895926232446],[-0.12200912833213806]
JXX,[-0.3972357250361773],[-0.27368614077568054]
JXY,[0.6815276211230483],[0.9317676424980164]
JXZ,[-0.020560708179608644],[-0.07757481187582016]
JYX,[-0.8336387524805398],[-0.8947293162345886]
JYY,[0.6943414554288729],[0.7552312016487122]
JYZ,[-0.545152942348103],[-0.5205765962600708]
JZX,[0.5784393926365736],[0.5026326179504395]
JZY,[-0.8791840075310149],[-0.6619495153427124]
JZZ,[0.3181904168868892],[0.6452695727348328]
