,treino,previsto
gamma1,[0.22860972534891622],[0.12198813259601593]
gamma2,[0.8578370973942192],[0.4945465326309204]
gamma3,[0.8745326053736207],[0.49206629395484924]
gamma4,[0.7976159923774808],[0.4462200999259949]
JXX,[0.7589825362693423],[0.43699583411216736]
JXY,[0.3627013288028291],[0.1988983452320099]
JXZ,[0.7146847649630497],[0.4033569395542145]
JYX,[0.9996324683322388],[0.5490916967391968]
JYY,[-0.5205696356724228],[-0.3111268877983093]
JYZ,[-0.3238444854866003],[-0.18203967809677124]
JZX,[0.41638866597025537],[0.21822461485862732]
JZY,[-0.4388366283137255],[-0.23984907567501068]
JZZ,[-0.4733714857050786],[-0.23296630382537842]
JIX,[0.9304842831042459],[0.5180680751800537]
JIY,[-0.9766906124157178],[-0.5500977635383606]
JIZ,[0.4719832395937509],[0.2684254050254822]
JXI,[-0.6839745504705037],[-0.30866673588752747]
JYI,[0.9726789033256467],[0.5803856253623962]
JZI,[-0.9662386915840475],[-0.49606359004974365]
