,treino,previsto
gamma1,[0.8924724586388075],[0.8922491669654846]
gamma2,[0.0695843380774609],[0.06954330205917358]
gamma3,[0.6741693556379136],[0.6737470626831055]
gamma4,[0.25039996909212603],[0.2503652274608612]
JIX,[-0.7080903986407061],[-0.7085413932800293]
JIY,[-0.6216493565570518],[-0.6214523911476135]
JIZ,[0.6782149346653983],[0.6785768270492554]
JXI,[0.08109353634994831],[0.0810556560754776]
JYI,[-0.43827709921987545],[-0.43795743584632874]
JZI,[-0.3291341864361108],[-0.3290688395500183]
JXX,[0.08661423184359096],[0.08634607493877411]
JXY,[-0.34445619760718293],[-0.3444615304470062]
JXZ,[0.41979916256951233],[0.41965192556381226]
JYX,[-0.7551256135755018],[-0.7553703784942627]
JYY,[-0.2726347444165209],[-0.27245086431503296]
JYZ,[-0.4477936419037267],[-0.4477999806404114]
JZX,[0.5097123695839638],[0.5096123218536377]
JZY,[0.6724889948478261],[0.6724531054496765]
JZZ,[0.027949878810316964],[0.028073355555534363]
