,treino,previsto
gamma1,[0.9723752503414661],[0.9762428998947144]
gamma2,[0.3289191945502741],[0.26856836676597595]
gamma3,[0.6037845231084645],[0.5836482048034668]
gamma4,[0.6074942084317443],[0.6478903293609619]
JIX,[-0.004926862482795391],[0.09801945090293884]
JIY,[-0.4676525538549188],[-0.4809243679046631]
JIZ,[0.27482232288738184],[0.23217707872390747]
JXI,[-0.5150404916324747],[-0.5039651989936829]
JYI,[-0.053662840025089587],[-0.006161366123706102]
JZI,[0.9406722982235067],[0.9442662000656128]
JXX,[-0.8296238699780065],[-0.8493581414222717]
JXY,[-0.36524216496358974],[-0.3767770230770111]
JXZ,[0.35288790697896677],[0.3327324688434601]
JYX,[-0.8295173655407848],[-0.8477624654769897]
JYY,[-0.6933649428609245],[-0.6027550101280212]
JYZ,[0.650547699608063],[0.7101160883903503]
JZX,[0.9594457052278216],[1.0015591382980347]
JZY,[-0.3613227125647036],[-0.41974586248397827]
JZZ,[-0.6220620264300913],[-0.49632444977760315]
