,treino,previsto
gamma1,[0.49653521716587157],[0.49628907442092896]
gamma2,[0.8612924863730758],[0.8607639670372009]
gamma3,[0.3477168575425721],[0.3477550148963928]
gamma4,[0.6615424192381595],[0.6615815758705139]
JIX,[-0.09830973170998192],[-0.09814013540744781]
JIY,[-0.12676086344783122],[-0.12630149722099304]
JIZ,[-0.91673110829594],[-0.9160271883010864]
JXI,[0.5352545159169328],[0.5351631045341492]
JYI,[0.34691071289664666],[0.3469763696193695]
JZI,[0.341715081425054],[0.3411945104598999]
JXX,[-0.05466902390511197],[-0.054355233907699585]
JXY,[0.3454622280497679],[0.3449510335922241]
JXZ,[0.7649625069950898],[0.7643764019012451]
JYX,[0.38404488297670647],[0.3843173384666443]
JYY,[-0.3087151482695474],[-0.30816709995269775]
JYZ,[0.7946470632001239],[0.7943519949913025]
JZX,[-0.366011218325637],[-0.36552947759628296]
JZY,[-0.8324319756419407],[-0.8321298956871033]
JZZ,[-0.4976318139645448],[-0.49677324295043945]
