,treino,previsto
gamma1,[0.8419027314789557],[1.0354623794555664]
gamma2,[0.5995547289462685],[0.6229665875434875]
gamma3,[0.9174626648558603],[0.8377201557159424]
gamma4,[0.9721691074362717],[0.6793328523635864]
JIX,[0.07816312921162116],[0.529284656047821]
JIY,[-0.42160711272055895],[-0.485282838344574]
JIZ,[-0.9399261828977459],[-0.9982977509498596]
JXI,[0.3072715077855237],[-0.051411014050245285]
JYI,[-0.5799826089005378],[-0.26680344343185425]
JZI,[-0.48544605004078156],[-0.502717137336731]
JXX,[-0.20560347473354512],[-0.4414718449115753]
JXY,[0.2831563075493455],[0.21002580225467682]
JXZ,[0.9776224208074429],[0.7433069944381714]
JYX,[-0.07693397987474992],[-0.02408440411090851]
JYY,[0.9869700152033374],[0.9573006629943848]
JYZ,[0.9851439883172557],[1.3961877822875977]
JZX,[-0.5146489288531135],[-0.2997628450393677]
JZY,[-0.8547097742573173],[-0.8441342711448669]
JZZ,[-0.680197955540764],[-0.827052116394043]
