,treino,previsto
gamma1,[0.5765919646489391],[0.5654662847518921]
gamma2,[0.9810562099841368],[0.9597349166870117]
gamma3,[0.48333826247680256],[0.47422337532043457]
gamma4,[0.31783677819012823],[0.3152082860469818]
JXX,[0.3965657038489854],[0.38830646872520447]
JXY,[-0.95637294402159],[-0.9397657513618469]
JXZ,[-0.18553914661270632],[-0.1841578483581543]
JYX,[-0.3709913181225113],[-0.36400434374809265]
JYY,[-0.4898356945172957],[-0.47929924726486206]
JYZ,[-0.3218953854275173],[-0.31856220960617065]
JZX,[-0.4481023679423799],[-0.44246309995651245]
JZY,[0.00863258254418886],[0.008356161415576935]
JZZ,[-0.9774703257667732],[-0.9697365760803223]
JIX,[-0.25881137975062707],[-0.252217561006546]
JIY,[0.8152502726521875],[0.8071921467781067]
JIZ,[-0.2079467635711556],[-0.19934257864952087]
JXI,[-0.587893141865695],[-0.5772436857223511]
JYI,[0.6355952820309936],[0.6248540282249451]
JZI,[0.5175681866126696],[0.5066243410110474]
