,treino,previsto
gamma1,[0.9847400031826039],[0.98382967710495]
gamma2,[0.31455515098964815],[0.3139933943748474]
gamma3,[0.9890104295709],[0.9887060523033142]
gamma4,[0.1294383270769628],[0.12941330671310425]
JIX,[-0.774085659647674],[-0.7728155851364136]
JIY,[-0.738295666193135],[-0.7378960251808167]
JIZ,[0.1945217804922421],[0.19508329033851624]
JXI,[-0.643909152948758],[-0.6420575380325317]
JYI,[-0.7350065613100774],[-0.7349451184272766]
JZI,[-0.07180288786206579],[-0.07272537797689438]
JXX,[-0.16486406011996246],[-0.165243461728096]
JXY,[-0.5733417102051386],[-0.5725329518318176]
JXZ,[-0.21664558108338805],[-0.21602420508861542]
JYX,[0.684527873325528],[0.6837868690490723]
JYY,[-0.7377955078124652],[-0.7375126481056213]
JYZ,[-0.6248275905664575],[-0.6243619918823242]
JZX,[-0.9444071589857421],[-0.9432148933410645]
JZY,[-0.520225806988122],[-0.519396185874939]
JZZ,[-0.8100296643317768],[-0.8080554604530334]
