,treino,previsto
gamma1,[0.8620792033230213],[0.8619222044944763]
gamma2,[0.6417943230689989],[0.6415843367576599]
gamma3,[0.6336250886311446],[0.633862316608429]
gamma4,[0.164948954154845],[0.16526107490062714]
JIX,[-0.1579107714267074],[-0.15782159566879272]
JIY,[0.12982945963868775],[0.1299441009759903]
JIZ,[0.1162808953521044],[0.11637488007545471]
JXI,[0.17770025530371414],[0.17751750349998474]
JYI,[0.6015631527261587],[0.6013177037239075]
JZI,[0.9337535631262239],[0.933620035648346]
JXX,[0.34522097948514796],[0.34514930844306946]
JXY,[0.6176103665600245],[0.6171638369560242]
JXZ,[0.14054965261621977],[0.14032205939292908]
JYX,[-0.057005328552494294],[-0.05647491291165352]
JYY,[0.6766620402066199],[0.6765979528427124]
JYZ,[0.9918981802172229],[0.991594135761261]
JZX,[0.14516441029200244],[0.14543011784553528]
JZY,[0.2620772322779299],[0.2621725797653198]
JZZ,[-0.8756951236202168],[-0.8755053877830505]
