,treino,previsto
gamma1,[0.37397978322450376],[0.3735373020172119]
gamma2,[0.3881118510774686],[0.38748854398727417]
gamma3,[0.6823688165291463],[0.6823285818099976]
gamma4,[0.15227653430017296],[0.1521725058555603]
JXX,[-0.23386483593564344],[-0.23408924043178558]
JXY,[0.3686172768546372],[0.36892184615135193]
JXZ,[0.07725826039666361],[0.0770123302936554]
JYX,[0.87675371205687],[0.8762603402137756]
JYY,[-0.021450084455786333],[-0.021396538242697716]
JYZ,[-0.15672141727468958],[-0.15633174777030945]
JZX,[0.22643212360750375],[0.22611501812934875]
JZY,[-0.5666153759864867],[-0.5660539269447327]
JZZ,[0.8039986310648337],[0.8036070466041565]
JIX,[-0.19204385011266734],[-0.1925765722990036]
JIY,[-0.5998491108501092],[-0.5994188785552979]
JIZ,[-0.6423953588267755],[-0.6422464847564697]
JXI,[-0.5031373629980624],[-0.5022409558296204]
JYI,[0.5197548730161559],[0.5202004313468933]
JZI,[-0.4976979832495598],[-0.4968675673007965]
