,treino,previsto
gamma1,[0.6697331158548405],[0.6187475323677063]
gamma2,[0.968985475592904],[0.9513970613479614]
gamma3,[0.8927731180625529],[0.7568467259407043]
gamma4,[0.9074960881017821],[0.9226819276809692]
JIX,[-0.5516290503053471],[-0.4552990198135376]
JIY,[0.8652805931946954],[0.7131041288375854]
JIZ,[0.8914872178362601],[1.101382851600647]
JXI,[-0.9544828513835384],[-0.6747713088989258]
JYI,[0.6938338920461884],[0.7362436652183533]
JZI,[0.42874637280803074],[0.280897319316864]
JXX,[0.3597921523702974],[0.43555745482444763]
JXY,[-0.9788509022210652],[-0.760754406452179]
JXZ,[0.6566237432499853],[0.8000127673149109]
JYX,[-0.24347586207152738],[-0.32263725996017456]
JYY,[0.6131158903393255],[0.6233738660812378]
JYZ,[0.07210550155686524],[0.43147972226142883]
JZX,[0.5225812965223957],[0.6604652404785156]
JZY,[0.45724655065782316],[0.23137962818145752]
JZZ,[-0.32218083756748106],[-0.07060069590806961]
