,treino,previsto
gamma1,[0.7680181487450805],[0.7667373418807983]
gamma2,[0.20386952877685705],[0.20349082350730896]
gamma3,[0.17846076295399127],[0.17870131134986877]
gamma4,[0.18859491417448548],[0.1885823756456375]
JXX,[0.6000409142668555],[0.5992871522903442]
JXY,[0.0658028292851427],[0.06542602926492691]
JXZ,[-0.8396925816429961],[-0.8380522131919861]
JYX,[-0.08810823763286568],[-0.08856397122144699]
JYY,[-0.9042249670801166],[-0.9018834829330444]
JYZ,[0.865924800150101],[0.8648300170898438]
JZX,[0.8941560120058878],[0.8925718665122986]
JZY,[-0.3292984481199799],[-0.3302394151687622]
JZZ,[-0.38118814171993165],[-0.38173946738243103]
JIX,[-0.7086614897917394],[-0.7083261013031006]
JIY,[-0.0901459909719573],[-0.09028617292642593]
JIZ,[0.5415676113180443],[0.54221510887146]
JXI,[0.4110264538680559],[0.4104076027870178]
JYI,[0.4639179460665115],[0.46298035979270935]
JZI,[-0.1329711302091925],[-0.13299719989299774]
