,treino,previsto
gamma1,[0.49653521716587157],[0.5165776014328003]
gamma2,[0.8612924863730758],[0.8898436427116394]
gamma3,[0.3477168575425721],[0.35073935985565186]
gamma4,[0.6615424192381595],[0.6609371304512024]
JIX,[-0.09830973170998192],[-0.16805638372898102]
JIY,[-0.12676086344783122],[-0.1597166508436203]
JIZ,[-0.91673110829594],[-0.9699002504348755]
JXI,[0.5352545159169328],[0.5456889867782593]
JYI,[0.34691071289664666],[0.3610028624534607]
JZI,[0.341715081425054],[0.35899966955184937]
JXX,[-0.05466902390511197],[-0.11904942244291306]
JXY,[0.3454622280497679],[0.3244773745536804]
JXZ,[0.7649625069950898],[0.8335282206535339]
JYX,[0.38404488297670647],[0.43434348702430725]
JYY,[-0.3087151482695474],[-0.40550747513771057]
JYZ,[0.7946470632001239],[0.8180977702140808]
JZX,[-0.366011218325637],[-0.48735687136650085]
JZY,[-0.8324319756419407],[-0.8816399574279785]
JZZ,[-0.4976318139645448],[-0.5516512393951416]
