,treino,previsto
gamma1,[0.42217723868822266],[0.42223015427589417]
gamma2,[0.752277576156766],[0.7522460222244263]
gamma3,[0.8673128365846117],[0.8673056364059448]
gamma4,[0.5133662267065129],[0.5133699178695679]
JIX,[-0.5802975109269655],[-0.5804923176765442]
JIY,[-0.2292041774699194],[-0.22912046313285828]
JIZ,[-0.6098793712177752],[-0.6096160411834717]
JXI,[-0.208798665868833],[-0.20870958268642426]
JYI,[0.12536156185456337],[0.12543919682502747]
JZI,[0.29162154792135575],[0.29148250818252563]
JXX,[-0.49062788968221094],[-0.49031150341033936]
JXY,[-0.28781508340846984],[-0.287811815738678]
JXZ,[-0.6434039479658533],[-0.6435630321502686]
JYX,[0.6293799732194609],[0.6293730139732361]
JYY,[-0.4119906324923841],[-0.41173431277275085]
JYZ,[0.7655460513744845],[0.7655168771743774]
JZX,[-0.852570647504473],[-0.852673351764679]
JZY,[-0.9827666564589634],[-0.9826275110244751]
JZZ,[-0.152297208490475],[-0.1519123911857605]
