,treino,previsto
gamma1,[0.77529863915214],[0.7900980114936829]
gamma2,[0.34274672680843743],[0.27787694334983826]
gamma3,[0.5901025879832493],[0.5327450037002563]
gamma4,[0.1603307626513215],[0.15591993927955627]
JIX,[0.8559831317553486],[0.7078765034675598]
JIY,[-0.6539462199039121],[-0.8198859095573425]
JIZ,[0.9412578465756445],[0.6627534031867981]
JXI,[-0.5237824485830533],[-0.520818829536438]
JYI,[-0.07049588397328099],[-0.1667974591255188]
JZI,[0.7955231915539118],[0.7561514377593994]
JXX,[-0.28845257802171864],[-0.16146202385425568]
JXY,[0.016102540300439783],[0.14504416286945343]
JXZ,[-0.676948428038167],[-0.7699128985404968]
JYX,[0.922305841157107],[0.7031694054603577]
JYY,[0.9705653285538425],[1.1085983514785767]
JYZ,[-0.6566170474147057],[-0.47396713495254517]
JZX,[-0.7544846679233637],[-0.8107739686965942]
JZY,[-0.05489607943462049],[-0.08612432330846786]
JZZ,[0.03745363680889113],[-0.19305849075317383]
