,treino,previsto
gamma1,[0.8924724586388075],[0.8671883344650269]
gamma2,[0.0695843380774609],[0.04404475539922714]
gamma3,[0.6741693556379136],[0.6832761764526367]
gamma4,[0.25039996909212603],[0.26551494002342224]
JIX,[-0.7080903986407061],[-0.7308741807937622]
JIY,[-0.6216493565570518],[-0.6341573596000671]
JIZ,[0.6782149346653983],[0.7180393934249878]
JXI,[0.08109353634994831],[0.13176843523979187]
JYI,[-0.43827709921987545],[-0.36492645740509033]
JZI,[-0.3291341864361108],[-0.4130273759365082]
JXX,[0.08661423184359096],[0.1500682234764099]
JXY,[-0.34445619760718293],[-0.32982367277145386]
JXZ,[0.41979916256951233],[0.45205551385879517]
JYX,[-0.7551256135755018],[-0.773127555847168]
JYY,[-0.2726347444165209],[-0.19667397439479828]
JYZ,[-0.4477936419037267],[-0.43147507309913635]
JZX,[0.5097123695839638],[0.5633938908576965]
JZY,[0.6724889948478261],[0.6982474327087402]
JZZ,[0.027949878810316964],[0.07478320598602295]
