,treino,previsto
gamma1,[0.42217723868822266],[0.4652719795703888]
gamma2,[0.752277576156766],[1.0865797996520996]
gamma3,[0.8673128365846117],[0.9810830354690552]
gamma4,[0.5133662267065129],[0.31652453541755676]
JIX,[-0.5802975109269655],[-0.34684547781944275]
JIY,[-0.2292041774699194],[-0.4888996183872223]
JIZ,[-0.6098793712177752],[-0.7984261512756348]
JXI,[-0.208798665868833],[-0.742453396320343]
JYI,[0.12536156185456337],[-0.16950549185276031]
JZI,[0.29162154792135575],[0.805614173412323]
JXX,[-0.49062788968221094],[-1.1304495334625244]
JXY,[-0.28781508340846984],[0.04405076056718826]
JXZ,[-0.6434039479658533],[-0.703567385673523]
JYX,[0.6293799732194609],[0.297683984041214]
JYY,[-0.4119906324923841],[-0.8670007586479187]
JYZ,[0.7655460513744845],[0.9929265975952148]
JZX,[-0.852570647504473],[-0.9807702898979187]
JZY,[-0.9827666564589634],[-1.1988173723220825]
JZZ,[-0.152297208490475],[-0.7559740543365479]
