,treino,previsto
gamma1,[0.22860972534891622],[0.22844116389751434]
gamma2,[0.8578370973942192],[0.8571553826332092]
gamma3,[0.8745326053736207],[0.8739972114562988]
gamma4,[0.7976159923774808],[0.7970236539840698]
JXX,[0.7589825362693423],[0.758556067943573]
JXY,[0.3627013288028291],[0.362383633852005]
JXZ,[0.7146847649630497],[0.7142214179039001]
JYX,[0.9996324683322388],[0.9991594552993774]
JYY,[-0.5205696356724228],[-0.5201696753501892]
JYZ,[-0.3238444854866003],[-0.3239358961582184]
JZX,[0.41638866597025537],[0.41607508063316345]
JZY,[-0.4388366283137255],[-0.4387684166431427]
JZZ,[-0.4733714857050786],[-0.4728207588195801]
JIX,[0.9304842831042459],[0.9296361804008484]
JIY,[-0.9766906124157178],[-0.9761422872543335]
JIZ,[0.4719832395937509],[0.47225263714790344]
JXI,[-0.6839745504705037],[-0.6833890676498413]
JYI,[0.9726789033256467],[0.972684919834137]
JZI,[-0.9662386915840475],[-0.9656552076339722]
