,treino,previsto
gamma1,[0.32611987261685993],[0.26922130584716797]
gamma2,[0.07355343057826824],[0.1330539584159851]
gamma3,[0.8415228969062091],[0.7537504434585571]
gamma4,[0.6172199559140832],[0.5663955211639404]
JIX,[-0.1829282414910125],[0.12986913323402405]
JIY,[0.0839440182091924],[0.06372982263565063]
JIZ,[0.7240732329585464],[0.7137735486030579]
JXI,[-0.6466687116091123],[-0.6635372042655945]
JYI,[-0.5496809588437066],[-0.28055140376091003]
JZI,[-0.9418054934637778],[-0.9855490922927856]
JXX,[-0.7666989331142724],[-0.63469398021698]
JXY,[-0.9823887482258662],[-0.863856315612793]
JXZ,[-0.6866193298332723],[-0.7124942541122437]
JYX,[0.02742641700535131],[-0.09448086470365524]
JYY,[0.9789858207551021],[0.850217342376709]
JYZ,[0.38702052286287625],[0.6033730506896973]
JZX,[-0.24314685775343814],[-0.29631951451301575]
JZY,[-0.18990452936148783],[-0.3093440532684326]
JZZ,[0.3826192568247586],[0.17572428286075592]
