,treino,previsto
gamma1,[0.9948195629497427],[0.9938104748725891]
gamma2,[0.9493954730932436],[0.9484260678291321]
gamma3,[0.5441770474293208],[0.5441867709159851]
gamma4,[0.4448541887258536],[0.4449370503425598]
JIX,[0.9120685437784988],[0.911827802658081]
JIY,[0.8956549741186988],[0.895428478717804]
JIZ,[-0.8868972645463826],[-0.8863080739974976]
JXI,[-0.8302560096821567],[-0.8293496370315552]
JYI,[0.6709977562588991],[0.6708127856254578]
JZI,[0.4719399781370466],[0.47251999378204346]
JXX,[0.3394608028804418],[0.33823686838150024]
JXY,[-0.3837270848217116],[-0.3834293782711029]
JXZ,[0.21188833135692486],[0.2118605077266693]
JYX,[0.21360346728167579],[0.21338048577308655]
JYY,[0.16240803422400618],[0.16136519610881805]
JYZ,[-0.6832342594903889],[-0.6830171942710876]
JZX,[-0.13866071941746272],[-0.1384364813566208]
JZY,[-0.21293635958925727],[-0.2128012776374817]
JZZ,[0.4460241624749317],[0.4463520050048828]
