,treino,previsto
gamma1,[0.23225271643321965],[0.2437589168548584]
gamma2,[0.23269495139955365],[0.2474849373102188]
gamma3,[0.04233541665118867],[0.050277229398489]
gamma4,[0.9975612088693158],[0.9529100656509399]
JIX,[-0.6701010403336041],[-0.5792220830917358]
JIY,[0.3795338484351347],[0.39679014682769775]
JIZ,[0.26999988080944126],[0.3389692008495331]
JXI,[-0.04179905588509758],[-0.05863219499588013]
JYI,[-0.5679713042121943],[-0.6170754432678223]
JZI,[0.5852667164004928],[0.5486406087875366]
JXX,[0.6157086039068553],[0.6558330059051514]
JXY,[0.02491247927518625],[-0.03110540099442005]
JXZ,[0.010168306940023353],[0.039034854620695114]
JYX,[-0.527887273007579],[-0.5100234150886536]
JYY,[-0.9936387387794057],[-0.9913501739501953]
JYZ,[-0.2579066167357844],[-0.22101759910583496]
JZX,[0.17072499436424837],[0.16838820278644562]
JZY,[-0.8614704736333774],[-0.7516663074493408]
JZZ,[0.5875020437139302],[0.5835709571838379]
