,treino,previsto
gamma1,[0.9562050372570121],[0.9842427968978882]
gamma2,[0.25350600496212594],[0.2548169195652008]
gamma3,[0.8935407039073096],[0.8948072195053101]
gamma4,[0.8076368242952832],[0.8028907775878906]
JIX,[-0.2769544501718497],[-0.3043498992919922]
JIY,[-0.039038668797412024],[-0.03988005220890045]
JIZ,[-0.16609474678867042],[-0.15371772646903992]
JXI,[-0.10648149243215355],[-0.08168898522853851]
JYI,[-0.1809685401002077],[-0.18863755464553833]
JZI,[0.31541165278854155],[0.2948377728462219]
JXX,[-0.48228923621984343],[-0.4918430745601654]
JXY,[0.2699918482069683],[0.2640124261379242]
JXZ,[-0.97974325274531],[-0.9562072157859802]
JYX,[-0.39591259040070836],[-0.37886539101600647]
JYY,[-0.32987329860456205],[-0.3255903124809265]
JYZ,[-0.7160989649343319],[-0.7612422704696655]
JZX,[0.4868285000638355],[0.4688841700553894]
JZY,[-0.3797834959301094],[-0.38165274262428284]
JZZ,[0.5784839871578018],[0.57588791847229]
