,treino,previsto
gamma1,[0.4038939304443483],[0.4077117443084717]
gamma2,[0.9838452116221412],[0.9163509607315063]
gamma3,[0.8525733211181529],[0.8214489817619324]
gamma4,[0.02834460540810857],[0.02475670538842678]
JIX,[-0.512964474581326],[-0.47703877091407776]
JIY,[0.004417979006311912],[0.010340448468923569]
JIZ,[-0.6761249714183881],[-0.6633608341217041]
JXI,[0.6424444316865625],[0.5091913342475891]
JYI,[-0.5372009749323281],[-0.3894140422344208]
JZI,[0.10465728127714469],[0.35212552547454834]
JXX,[0.8527148495207293],[0.7953624725341797]
JXY,[-0.20524249153897567],[-0.11124546825885773]
JXZ,[0.9357357839289453],[0.9481484889984131]
JYX,[0.46294383251575466],[0.32486799359321594]
JYY,[0.09623021667461118],[0.03558212146162987]
JYZ,[0.2578467628719523],[0.25573763251304626]
JZX,[0.17212874681714885],[0.14309345185756683]
JZY,[-0.27955778856918556],[-0.21522173285484314]
JZZ,[0.9934358936204937],[0.8699917197227478]
