,treino,previsto
gamma1,[0.951939128259082],[0.9332610964775085]
gamma2,[0.8467770172755084],[0.8327247500419617]
gamma3,[0.37265643819973215],[0.3890325129032135]
gamma4,[0.8090952493694098],[0.8370194435119629]
JIX,[-0.5926591051578969],[-0.7223873138427734]
JIY,[-0.814613156303337],[-0.815750002861023]
JIZ,[0.3189600046665215],[0.2671360671520233]
JXI,[0.17225884362757293],[0.14485549926757812]
JYI,[0.26881842145966495],[0.30914825201034546]
JZI,[-0.29030610911584054],[0.02419000118970871]
JXX,[-0.0974703196240907],[-0.08322206884622574]
JXY,[0.7767386580946491],[0.6160167455673218]
JXZ,[0.635838140646408],[0.5458644032478333]
JYX,[-0.4705454932396085],[-0.4114135205745697]
JYY,[-0.4543397669530467],[-0.4357866942882538]
JYZ,[-0.8514402725273611],[-0.8587308526039124]
JZX,[0.4630963972794697],[0.3376307189464569]
JZY,[-0.9179128262695495],[-0.8346050977706909]
JZZ,[0.3581159954508317],[0.34434476494789124]
