,treino,previsto
gamma1,[0.6084021478742864],[0.6117146611213684]
gamma2,[0.014432392962091867],[0.006624109577387571]
gamma3,[0.2758368539391567],[0.26212766766548157]
gamma4,[0.14671032194011457],[0.15302179753780365]
JIX,[-0.48198301656905285],[-0.4788249731063843]
JIY,[0.37051598592907387],[0.3592907190322876]
JIZ,[0.36816383603222147],[0.3862219452857971]
JXI,[0.6986723227798604],[0.6884673833847046]
JYI,[-0.6285516522525292],[-0.6117008328437805]
JZI,[-0.5388827820690638],[-0.5248019695281982]
JXX,[-0.7056801636631644],[-0.6836382150650024]
JXY,[-0.5496741288757747],[-0.5350480079650879]
JXZ,[0.4680472044255459],[0.4938589930534363]
JYX,[-0.7395739544804862],[-0.7371980547904968]
JYY,[0.06262950369403653],[0.0662720650434494]
JYZ,[-0.5721849390165186],[-0.5510026216506958]
JZX,[-0.41068649247327493],[-0.39516085386276245]
JZY,[-0.13683934321557478],[-0.1697758138179779]
JZZ,[0.6753130210065963],[0.6938461065292358]
