,treino,previsto
gamma1,[0.041880336369846005],[0.07121015340089798]
gamma2,[0.9821934207987782],[0.771929144859314]
gamma3,[0.9647577811255668],[0.9092628955841064]
gamma4,[0.6539225335338404],[0.5773863792419434]
JIX,[-0.09524089298036276],[-0.008328309282660484]
JIY,[0.11954477216099191],[0.45577704906463623]
JIZ,[0.8484211680474587],[0.4848337471485138]
JXI,[-0.06869985980045334],[0.3988037407398224]
JYI,[0.01568254612454223],[0.08251932263374329]
JZI,[0.1747696576997939],[0.27833908796310425]
JXX,[-0.6306793122902468],[-0.5780957937240601]
JXY,[0.023817278083611004],[-0.010571143589913845]
JXZ,[0.25976544043360383],[0.7898324728012085]
JYX,[0.5859537450399053],[0.19740770757198334]
JYY,[-0.8117530875415631],[-0.5782339572906494]
JYZ,[-0.393197474750949],[-0.0841120108962059]
JZX,[-0.8186589250163212],[-0.9344882965087891]
JZY,[0.6192890687343551],[0.6349479556083679]
JZZ,[0.38687696508247815],[0.97677081823349]
