,treino,previsto
gamma1,[0.7212885992572478],[0.7284746170043945]
gamma2,[0.08366591038506865],[0.09723740071058273]
gamma3,[0.679464779137179],[0.5698165893554688]
gamma4,[0.005343265292397037],[0.00983153935521841]
JIX,[-0.047683475541308695],[-0.06989762932062149]
JIY,[0.2604381086377703],[0.20913712680339813]
JIZ,[-0.19207806086305412],[0.013014782220125198]
JXI,[0.8400480253526539],[0.8720263242721558]
JYI,[-0.9662967591954601],[-0.8334578275680542]
JZI,[0.9752211014725047],[0.99553382396698]
JXX,[0.40822888780668243],[0.37363871932029724]
JXY,[0.6079899762951007],[0.6670150756835938]
JXZ,[0.6062115991790376],[0.6674178242683411]
JYX,[-0.5972657695612691],[-0.6206026077270508]
JYY,[0.6388346370785187],[0.604366660118103]
JYZ,[0.30593781135973064],[0.37156644463539124]
JZX,[-0.7051380860833518],[-0.7354490160942078]
JZY,[0.7226628276219034],[0.7074854373931885]
JZZ,[-0.11992738845557072],[-0.09990129619836807]
