,treino,previsto
gamma1,[0.149835057407401],[0.138639897108078]
gamma2,[0.7231696718848062],[0.6801862120628357]
gamma3,[0.16751077963049055],[0.17423748970031738]
gamma4,[0.654655200922515],[0.6612423658370972]
JIX,[-0.23795862000845713],[-0.1978873610496521]
JIY,[-0.5385616273790497],[-0.5572258830070496]
JIZ,[-0.6679265513717296],[-0.5589288473129272]
JXI,[0.8276668695454259],[0.719697117805481]
JYI,[0.155878050571864],[0.18524359166622162]
JZI,[0.38026531463053437],[0.32098034024238586]
JXX,[0.10611895139196825],[0.30133870244026184]
JXY,[-0.2329118720894543],[-0.43269017338752747]
JXZ,[0.46324841325362565],[0.6379331946372986]
JYX,[0.15285591795039477],[0.3711986839771271]
JYY,[0.562419135109645],[0.7243479490280151]
JYZ,[0.3231619447148433],[0.24365122616291046]
JZX,[0.6785960349192279],[0.7243227362632751]
JZY,[-0.12121097819798488],[0.003046636702492833]
JZZ,[-0.6899011584123196],[-0.46201929450035095]
