,treino,previsto
gamma1,[0.22329304317795007],[0.24459536373615265]
gamma2,[0.6127976930466994],[0.6324068903923035]
gamma3,[0.5280491597094294],[0.4829670488834381]
gamma4,[0.14082943228357703],[0.08980964124202728]
JIX,[0.2789473894406407],[0.2617172598838806]
JIY,[-0.14195803173618882],[-0.21049541234970093]
JIZ,[0.44859764131257807],[0.6585309505462646]
JXI,[-0.8675370608806985],[-0.90119469165802]
JYI,[0.39572582339265283],[0.33028915524482727]
JZI,[-0.25013652378796336],[-0.055440645664930344]
JXX,[0.2160727927839059],[0.07513199746608734]
JXY,[-0.6598174185959966],[-0.6078587770462036]
JXZ,[-0.31086587417068134],[-0.29221710562705994]
JYX,[-0.4660733683391636],[-0.512913167476654]
JYY,[-0.34104270306109696],[-0.3882462978363037]
JYZ,[0.4531936542370709],[0.36450591683387756]
JZX,[-0.05389867737286291],[-0.027808455750346184]
JZY,[0.9255837762933885],[0.8489086031913757]
JZZ,[0.16568282843738324],[0.3735857903957367]
