,treino,previsto
gamma1,[0.9963436915955056],[0.853490948677063]
gamma2,[0.0931113892655685],[0.07145441323518753]
gamma3,[0.02036645837312856],[0.010401174426078796]
gamma4,[0.9398019156431335],[0.9622941017150879]
JIX,[-0.9754435052040491],[-0.9673391580581665]
JIY,[-0.7752022778395284],[-0.7651864886283875]
JIZ,[-0.21432527689851488],[-0.11800671368837357]
JXI,[0.3677285469065339],[0.39645466208457947]
JYI,[-0.7226181335707385],[-0.6900744438171387]
JZI,[-0.7751128742812254],[-0.78594970703125]
JXX,[-0.5363952858520995],[-0.42450523376464844]
JXY,[0.5151849707900231],[0.5983248949050903]
JXZ,[-0.7051975580794432],[-0.5541204214096069]
JYX,[0.4813103978800122],[0.45561984181404114]
JYY,[0.3243333110305264],[0.3597921133041382]
JYZ,[-0.7268429513101398],[-0.6935741901397705]
JZX,[0.07132349509557745],[0.020578822121024132]
JZY,[-0.10449814012543279],[-0.19913771748542786]
JZZ,[-0.17485983364389868],[-0.20632916688919067]
