,treino,previsto
gamma1,[0.6556656514896784],[0.6552402377128601]
gamma2,[0.7707825372818101],[0.7699931859970093]
gamma3,[0.6486473098880531],[0.6481931209564209]
gamma4,[0.7519567103881644],[0.7514892220497131]
JXX,[-0.654314601549209],[-0.6527838110923767]
JXY,[-0.7562164546869965],[-0.755394458770752]
JXZ,[-0.6778506698956863],[-0.6774399280548096]
JYX,[-0.9340598937863975],[-0.9332911372184753]
JYY,[0.10681764632445323],[0.1072653979063034]
JYZ,[-0.7618314373676482],[-0.7605418562889099]
JZX,[0.24341659002924376],[0.24288390576839447]
JZY,[-0.26427903177630796],[-0.26414328813552856]
JZZ,[0.8135483283424336],[0.8139190077781677]
JIX,[0.8246867187194984],[0.8233087062835693]
JIY,[-0.011300505399674421],[-0.010725646279752254]
JIZ,[0.13160290901296068],[0.13081343472003937]
JXI,[-0.2934101986418025],[-0.29302260279655457]
JYI,[-0.7727670059828655],[-0.7714874148368835]
JZI,[-0.28923988122014976],[-0.28808677196502686]
