,treino,previsto
gamma1,[0.8419027314789557],[0.8418723344802856]
gamma2,[0.5995547289462685],[0.5991278290748596]
gamma3,[0.9174626648558603],[0.9173641204833984]
gamma4,[0.9721691074362717],[0.9713100790977478]
JIX,[0.07816312921162116],[0.07842999696731567]
JIY,[-0.42160711272055895],[-0.41994577646255493]
JIZ,[-0.9399261828977459],[-0.9359602332115173]
JXI,[0.3072715077855237],[0.30632683634757996]
JYI,[-0.5799826089005378],[-0.5796101689338684]
JZI,[-0.48544605004078156],[-0.48462530970573425]
JXX,[-0.20560347473354512],[-0.205594003200531]
JXY,[0.2831563075493455],[0.2826843857765198]
JXZ,[0.9776224208074429],[0.9759097695350647]
JYX,[-0.07693397987474992],[-0.0761302262544632]
JYY,[0.9869700152033374],[0.9864429831504822]
JYZ,[0.9851439883172557],[0.9856109023094177]
JZX,[-0.5146489288531135],[-0.5147945284843445]
JZY,[-0.8547097742573173],[-0.852382481098175]
JZZ,[-0.680197955540764],[-0.6791362762451172]
