,treino,previsto
gamma1,[0.9440284133783025],[0.9010689854621887]
gamma2,[0.23455786830952863],[0.2189996838569641]
gamma3,[0.23739673346449208],[0.20974430441856384]
gamma4,[0.7348256957943416],[0.7073184251785278]
JIX,[-0.6374702733335573],[-0.619265615940094]
JIY,[0.3228610969904888],[0.35666877031326294]
JIZ,[-0.3308805936649999],[-0.39204129576683044]
JXI,[-0.6041207916749591],[-0.5462763905525208]
JYI,[-0.02096932190376899],[-0.006709581706672907]
JZI,[-0.01193064178564951],[-0.0174751877784729]
JXX,[-0.04045491970371362],[-0.0281693022698164]
JXY,[-0.08333777059837977],[-0.09257520735263824]
JXZ,[-0.47093939488950465],[-0.43721574544906616]
JYX,[-0.4923981294150117],[-0.44808894395828247]
JYY,[0.3837602007091041],[0.3605286478996277]
JYZ,[-0.35112371262750175],[-0.34624648094177246]
JZX,[0.34964114073581687],[0.30202826857566833]
JZY,[0.5743484076012979],[0.6180042028427124]
JZZ,[0.7318910951487247],[0.6998740434646606]
