,treino,previsto
gamma1,[0.597688556395288],[0.512732207775116]
gamma2,[0.5421165774770644],[0.5358971953392029]
gamma3,[0.5157541356479434],[0.5165463089942932]
gamma4,[0.9307106913239862],[0.9597169160842896]
JIX,[0.8272859451097823],[0.8427796363830566]
JIY,[-0.7250439608255377],[-0.9331598877906799]
JIZ,[0.11214027252682701],[0.10706312954425812]
JXI,[-0.033955024334235695],[-0.003631862346082926]
JYI,[0.9179608298470616],[0.9029073119163513]
JZI,[-0.23922049672899326],[-0.3116510808467865]
JXX,[-0.10699918374312611],[-0.17270797491073608]
JXY,[0.1547744383110674],[0.10635571926832199]
JXZ,[-0.23580587094563144],[-0.16357004642486572]
JYX,[0.8238095190865289],[0.8463295102119446]
JYY,[0.7571137578606488],[0.7260430455207825]
JYZ,[0.44747802913247137],[0.40347713232040405]
JZX,[-0.8879859075596246],[-0.9166723489761353]
JZY,[0.9795089930244083],[0.6405912637710571]
JZZ,[0.09779775817461123],[0.32983800768852234]
