,treino,previsto
gamma1,[0.16722420906574653],[0.16723661124706268]
gamma2,[0.7281792514390089],[0.728062629699707]
gamma3,[0.45794494925975726],[0.4579833745956421]
gamma4,[0.5049149694368028],[0.5049310922622681]
JXX,[0.12087053202375708],[0.12061294913291931]
JXY,[0.48856793143996136],[0.488651305437088]
JXZ,[0.8530443734443238],[0.853053092956543]
JYX,[-0.010164243217845925],[-0.010258927941322327]
JYY,[-0.06292454119659796],[-0.06319070607423782]
JYZ,[-0.7440855515429825],[-0.7438849210739136]
JZX,[0.5685450839408246],[0.5683233737945557]
JZY,[-0.8610006166330297],[-0.8612549901008606]
JZZ,[-0.27322762119529287],[-0.27345967292785645]
JIX,[-0.8583821458818548],[-0.8584000468254089]
JIY,[-0.1308244925173181],[-0.13090504705905914]
JIZ,[-0.5075004579580764],[-0.5073757171630859]
JXI,[-0.10862841764031073],[-0.10872329771518707]
JYI,[-0.48782436581795374],[-0.48780718445777893]
JZI,[0.7229725984230293],[0.7229204773902893]
