,treino,previsto
gamma1,[0.4038939304443483],[0.4037327170372009]
gamma2,[0.9838452116221412],[0.9831926822662354]
gamma3,[0.8525733211181529],[0.8524625301361084]
gamma4,[0.02834460540810857],[0.028509702533483505]
JXX,[0.8527148495207293],[0.8523871302604675]
JXY,[-0.20524249153897567],[-0.20504170656204224]
JXZ,[0.9357357839289453],[0.9352551698684692]
JYX,[0.46294383251575466],[0.4626678228378296]
JYY,[0.09623021667461118],[0.09615493565797806]
JYZ,[0.2578467628719523],[0.25753986835479736]
JZX,[0.17212874681714885],[0.17212805151939392]
JZY,[-0.27955778856918556],[-0.2793833613395691]
JZZ,[0.9934358936204937],[0.9933635592460632]
JIX,[-0.512964474581326],[-0.5128881335258484]
JIY,[0.004417979006311912],[0.0043970514088869095]
JIZ,[-0.6761249714183881],[-0.6757686138153076]
JXI,[0.6424444316865625],[0.6423071026802063]
JYI,[-0.5372009749323281],[-0.5370860695838928]
JZI,[0.10465728127714469],[0.1045677438378334]
