,treino,previsto
gamma1,[0.5692400158763194],[0.5691240429878235]
gamma2,[0.20163093417246258],[0.20180702209472656]
gamma3,[0.0707877197891501],[0.07085071504116058]
gamma4,[0.2025520288489131],[0.20249466598033905]
JXX,[-0.42127010845085855],[-0.42079976201057434]
JXY,[-0.7034804136306108],[-0.7020184993743896]
JXZ,[-0.47784285086888345],[-0.4770740270614624]
JYX,[-0.479125612797342],[-0.47955217957496643]
JYY,[-0.34526597011077853],[-0.34452542662620544]
JYZ,[-0.4641783113105735],[-0.4652614891529083]
JZX,[-0.7847121242687085],[-0.7821964621543884]
JZY,[-0.3490005150854374],[-0.34794557094573975]
JZZ,[-0.37786985899715697],[-0.3791823387145996]
JIX,[0.3542516536005407],[0.3521912395954132]
JIY,[0.5698227121742216],[0.5683394074440002]
JIZ,[0.04093231440616307],[0.0421515628695488]
JXI,[0.022983404986520295],[0.02242462895810604]
JYI,[-0.21293067414807032],[-0.21307405829429626]
JZI,[0.993633874195798],[0.9909870028495789]
