,treino,previsto
gamma1,[0.42889121166998756],[0.45860034227371216]
gamma2,[0.5341966954839735],[0.48851457238197327]
gamma3,[0.6309486332578008],[0.5995178818702698]
gamma4,[0.6325186435673117],[0.607853353023529]
JIX,[-0.8193202914613009],[-0.7007486820220947]
JIY,[0.9012671291268881],[0.9467206001281738]
JIZ,[-0.7000578940080291],[-0.5229731798171997]
JXI,[0.47874074135255906],[0.549060583114624]
JYI,[0.6824847918698727],[0.7688112258911133]
JZI,[0.49427390372409374],[0.3561183214187622]
JXX,[-0.39612480866150146],[-0.1359563022851944]
JXY,[-0.2967521262767605],[-0.3976009488105774]
JXZ,[0.44372522715230645],[0.5092883706092834]
JYX,[0.9312928150076802],[1.0950382947921753]
JYY,[0.32525553512517136],[0.4653819501399994]
JYZ,[0.08116241373627942],[-0.006893619894981384]
JZX,[-0.22419764841343515],[-0.11400042474269867]
JZY,[-0.1885205012822757],[-0.04393044114112854]
JZZ,[0.4381917707973002],[0.7524228096008301]
