,treino,previsto
gamma1,[0.8910014249020605],[0.8740313649177551]
gamma2,[0.7256231705114251],[0.731421709060669]
gamma3,[0.6030415461917914],[0.559339165687561]
gamma4,[0.12576437488319592],[0.1249861940741539]
JIX,[0.463062260800422],[0.365420401096344]
JIY,[0.8281235810354926],[0.775600790977478]
JIZ,[-0.9253401087353526],[-0.7970239520072937]
JXI,[-0.9912169497951127],[-0.9766255617141724]
JYI,[0.9869002798407656],[0.9693750143051147]
JZI,[-0.3629632766081221],[-0.46595820784568787]
JXX,[-0.6067349693132549],[-0.547166645526886]
JXY,[-0.0025512448825091294],[-0.06359833478927612]
JXZ,[0.102887313876878],[0.19287587702274323]
JYX,[0.4785514826590247],[0.5062658786773682]
JYY,[0.2172048114281706],[0.1630435734987259]
JYZ,[0.08980451445275595],[0.19441483914852142]
JZX,[0.512200023491431],[0.4332844018936157]
JZY,[-0.4773501526471249],[-0.5229332447052002]
JZZ,[-0.06524146499333172],[0.07649313658475876]
