,treino,previsto
gamma1,[0.23225271643321965],[0.2324579656124115]
gamma2,[0.23269495139955365],[0.2331855297088623]
gamma3,[0.04233541665118867],[0.04235529527068138]
gamma4,[0.9975612088693158],[0.9960411190986633]
JXX,[0.6157086039068553],[0.613990843296051]
JXY,[0.02491247927518625],[0.024984346702694893]
JXZ,[0.010168306940023353],[0.009333704598248005]
JYX,[-0.527887273007579],[-0.5279318690299988]
JYY,[-0.9936387387794057],[-0.9912415146827698]
JYZ,[-0.2579066167357844],[-0.25767841935157776]
JZX,[0.17072499436424837],[0.171056866645813]
JZY,[-0.8614704736333774],[-0.8612940311431885]
JZZ,[0.5875020437139302],[0.587189793586731]
JIX,[-0.6701010403336041],[-0.6692455410957336]
JIY,[0.3795338484351347],[0.37945419549942017]
JIZ,[0.26999988080944126],[0.2711843252182007]
JXI,[-0.04179905588509758],[-0.04163552075624466]
JYI,[-0.5679713042121943],[-0.5689740180969238]
JZI,[0.5852667164004928],[0.5845808982849121]
