,treino,previsto
gamma1,[0.5901527546316861],[0.500542938709259]
gamma2,[0.6068757160405743],[0.7957274913787842]
gamma3,[0.9811690850890965],[0.5820904970169067]
gamma4,[0.7428108992904813],[0.3961699903011322]
JIX,[-0.2588867178073859],[-0.3895120918750763]
JIY,[0.9003708718663839],[0.7999945878982544]
JIZ,[-0.5999070717600636],[0.03430625796318054]
JXI,[-0.4060517541652038],[-0.2392091006040573]
JYI,[-0.16375735637421673],[-0.3389706313610077]
JZI,[-0.5253895926232446],[0.24568545818328857]
JXX,[-0.3972357250361773],[-0.1678006500005722]
JXY,[0.6815276211230483],[1.2289905548095703]
JXZ,[-0.020560708179608644],[-0.08459766209125519]
JYX,[-0.8336387524805398],[-0.9919894337654114]
JYY,[0.6943414554288729],[0.7343245148658752]
JYZ,[-0.545152942348103],[-0.4574849009513855]
JZX,[0.5784393926365736],[0.36120161414146423]
JZY,[-0.8791840075310149],[-0.43625929951667786]
JZZ,[0.3181904168868892],[0.8938153982162476]
