,treino,previsto
gamma1,[0.07873212256130502],[0.07862882316112518]
gamma2,[0.8385794417948504],[0.8383311629295349]
gamma3,[0.7748150558613741],[0.774507462978363]
gamma4,[0.7401692871206411],[0.7396634817123413]
JXX,[-0.3338666967613588],[-0.3333907723426819]
JXY,[-0.25525056072843344],[-0.25529706478118896]
JXZ,[0.6297316462233915],[0.6303460597991943]
JYX,[-0.6333304606700121],[-0.6336050033569336]
JYY,[0.8193628972743414],[0.8190551996231079]
JYZ,[-0.017661007920774408],[-0.017079150304198265]
JZX,[-0.8573255728224154],[-0.8569057583808899]
JZY,[0.8356247341269967],[0.8348202705383301]
JZZ,[0.14599702737085796],[0.14578072726726532]
JIX,[0.2969944399577662],[0.2967558801174164]
JIY,[0.40273908193734953],[0.4025733768939972]
JIZ,[0.9140940053161357],[0.9129897952079773]
JXI,[-0.6071937818236794],[-0.6058256030082703]
JYI,[-0.8692615292310002],[-0.8686345815658569]
JZI,[0.6485148599678836],[0.6485105156898499]
