,treino,previsto
gamma1,[0.49653521716587157],[0.5418838858604431]
gamma2,[0.8612924863730758],[0.8920269012451172]
gamma3,[0.3477168575425721],[0.342365026473999]
gamma4,[0.6615424192381595],[0.6437488198280334]
JIX,[-0.09830973170998192],[-0.22347603738307953]
JIY,[-0.12676086344783122],[-0.21955367922782898]
JIZ,[-0.91673110829594],[-1.034641146659851]
JXI,[0.5352545159169328],[0.5697536468505859]
JYI,[0.34691071289664666],[0.4301043152809143]
JZI,[0.341715081425054],[0.24725474417209625]
JXX,[-0.05466902390511197],[-0.26357561349868774]
JXY,[0.3454622280497679],[0.26181307435035706]
JXZ,[0.7649625069950898],[0.9164634943008423]
JYX,[0.38404488297670647],[0.5380357503890991]
JYY,[-0.3087151482695474],[-0.5737700462341309]
JYZ,[0.7946470632001239],[0.8572824597358704]
JZX,[-0.366011218325637],[-0.6355588436126709]
JZY,[-0.8324319756419407],[-0.9614993929862976]
JZZ,[-0.4976318139645448],[-0.6215840578079224]
