,treino,previsto
gamma1,[0.597688556395288],[0.5596187710762024]
gamma2,[0.5421165774770644],[0.5467789769172668]
gamma3,[0.5157541356479434],[0.5218295454978943]
gamma4,[0.9307106913239862],[0.9617445468902588]
JIX,[0.8272859451097823],[0.8343484401702881]
JIY,[-0.7250439608255377],[-0.8595505356788635]
JIZ,[0.11214027252682701],[0.13176335394382477]
JXI,[-0.033955024334235695],[-0.021021336317062378]
JYI,[0.9179608298470616],[0.9125139713287354]
JZI,[-0.23922049672899326],[-0.2699560225009918]
JXX,[-0.10699918374312611],[-0.14334045350551605]
JXY,[0.1547744383110674],[0.13383963704109192]
JXZ,[-0.23580587094563144],[-0.2063920944929123]
JYX,[0.8238095190865289],[0.8481928706169128]
JYY,[0.7571137578606488],[0.7375997304916382]
JYZ,[0.44747802913247137],[0.4274972379207611]
JZX,[-0.8879859075596246],[-0.9041357040405273]
JZY,[0.9795089930244083],[0.803961455821991]
JZZ,[0.09779775817461123],[0.21740512549877167]
