,treino,previsto
gamma1,[0.8620792033230213],[0.8612061738967896]
gamma2,[0.6417943230689989],[0.5964630842208862]
gamma3,[0.6336250886311446],[0.5594115853309631]
gamma4,[0.164948954154845],[0.14885398745536804]
JIX,[-0.1579107714267074],[-0.24161909520626068]
JIY,[0.12982945963868775],[0.24023552238941193]
JIZ,[0.1162808953521044],[-0.011956332251429558]
JXI,[0.17770025530371414],[0.3195391595363617]
JYI,[0.6015631527261587],[0.5878095030784607]
JZI,[0.9337535631262239],[0.7776784896850586]
JXX,[0.34522097948514796],[0.35140928626060486]
JXY,[0.6176103665600245],[0.6252321600914001]
JXZ,[0.14054965261621977],[0.29759129881858826]
JYX,[-0.057005328552494294],[-0.09579694271087646]
JYY,[0.6766620402066199],[0.7104713916778564]
JYZ,[0.9918981802172229],[0.9793888330459595]
JZX,[0.14516441029200244],[-0.00656424555927515]
JZY,[0.2620772322779299],[0.2891537845134735]
JZZ,[-0.8756951236202168],[-1.0594888925552368]
