,treino,previsto
gamma1,[0.22323896460701453],[0.22332191467285156]
gamma2,[0.6274332224055893],[0.6274269819259644]
gamma3,[0.9477089424570057],[0.9473860859870911]
gamma4,[0.5771029486174987],[0.5769625306129456]
JXX,[-0.8840021504505864],[-0.8835538029670715]
JXY,[0.014871466378840514],[0.014753053896129131]
JXZ,[-0.9250086831160302],[-0.9246619343757629]
JYX,[-0.13270863267522826],[-0.13270056247711182]
JYY,[-0.8602891528507621],[-0.8599046468734741]
JYZ,[-0.8185739733122699],[-0.8181958198547363]
JZX,[-0.15096162171497207],[-0.15116040408611298]
JZY,[0.6537042493440761],[0.6534026265144348]
JZZ,[-0.7523960777007088],[-0.7520110011100769]
JIX,[-0.35233447033367526],[-0.3521577715873718]
JIY,[-0.6983016521509962],[-0.6979420185089111]
JIZ,[0.3018689460797075],[0.3014942705631256]
JXI,[-0.8551274266649145],[-0.8551982641220093]
JYI,[0.0717640086133784],[0.07181607186794281]
JZI,[-0.2686221661748289],[-0.26855289936065674]
