,treino,previsto
gamma1,[0.08532344272640013],[0.0852498710155487]
gamma2,[0.325643023919054],[0.32542338967323303]
gamma3,[0.34936194697036915],[0.3491295874118805]
gamma4,[0.4912179714973479],[0.4908674359321594]
JIX,[-0.7105588947326631],[-0.709682047367096]
JIY,[-0.02020534897708659],[-0.020339572802186012]
JIZ,[0.010200296225074235],[0.009829151444137096]
JXI,[0.9376978550041575],[0.9367241263389587]
JYI,[0.6239745196640374],[0.6233803033828735]
JZI,[0.5803349788037444],[0.5799657702445984]
JXX,[0.3600894847607672],[0.3599909543991089]
JXY,[-0.6868256663820986],[-0.6862580180168152]
JXZ,[0.826249436041292],[0.8255453109741211]
JYX,[-0.13303381992039798],[-0.1328294575214386]
JYY,[0.1655117547434255],[0.16565079987049103]
JYZ,[-0.8010491699310545],[-0.8004627823829651]
JZX,[-0.38565199732202915],[-0.38505685329437256]
JZY,[0.683555426225978],[0.6829904317855835]
JZZ,[-0.7514492797589896],[-0.7509530186653137]
