,treino,previsto
gamma1,[0.8910014249020605],[0.8989012837409973]
gamma2,[0.7256231705114251],[0.7443040013313293]
gamma3,[0.6030415461917914],[0.5825707316398621]
gamma4,[0.12576437488319592],[0.12411793321371078]
JIX,[0.463062260800422],[0.4123131334781647]
JIY,[0.8281235810354926],[0.8088380098342896]
JIZ,[-0.9253401087353526],[-0.864612340927124]
JXI,[-0.9912169497951127],[-0.9868072271347046]
JYI,[0.9869002798407656],[0.9946025609970093]
JZI,[-0.3629632766081221],[-0.39546725153923035]
JXX,[-0.6067349693132549],[-0.5780410170555115]
JXY,[-0.0025512448825091294],[-0.022836832329630852]
JXZ,[0.102887313876878],[0.15376760065555573]
JYX,[0.4785514826590247],[0.4936688542366028]
JYY,[0.2172048114281706],[0.19742994010448456]
JYZ,[0.08980451445275595],[0.14344340562820435]
JZX,[0.512200023491431],[0.468132883310318]
JZY,[-0.4773501526471249],[-0.4974435865879059]
JZZ,[-0.06524146499333172],[0.0034029362723231316]
