,treino,previsto
gamma1,[0.22199627351205975],[0.2223605364561081]
gamma2,[0.8090248481419567],[0.809350311756134]
gamma3,[0.44702127627294486],[0.4453396499156952]
gamma4,[0.7724015287710279],[0.7699525356292725]
JXX,[0.47920496341231167],[0.47141677141189575]
JXY,[0.37092763164172804],[0.37288403511047363]
JXZ,[0.1974549908787],[0.1963156759738922]
JYX,[0.9521627573684557],[0.9472241401672363]
JYY,[0.40583116852207146],[0.40213584899902344]
JYZ,[-0.314340722076323],[-0.3077913522720337]
JZX,[-0.24010228897073405],[-0.23209327459335327]
JZY,[0.2672760341622098],[0.2651638686656952]
JZZ,[0.3840317846476238],[0.37564265727996826]
JIX,[-0.8531466903953369],[-0.8438203930854797]
JIY,[0.1887238582724753],[0.18700681626796722]
JIZ,[0.9788939235548184],[0.9717909097671509]
JXI,[-0.31203169079243565],[-0.30803772807121277]
JYI,[0.08794858485146739],[0.09361114352941513]
JZI,[-0.25131913562220887],[-0.25538137555122375]
