,treino,previsto
gamma1,[0.9847400031826039],[0.874747097492218]
gamma2,[0.31455515098964815],[0.30483031272888184]
gamma3,[0.9890104295709],[1.0232161283493042]
gamma4,[0.1294383270769628],[0.046940676867961884]
JIX,[-0.774085659647674],[-0.8678078651428223]
JIY,[-0.738295666193135],[-0.8997741341590881]
JIZ,[0.1945217804922421],[0.49222663044929504]
JXI,[-0.643909152948758],[-0.9363278150558472]
JYI,[-0.7350065613100774],[-0.33006733655929565]
JZI,[-0.07180288786206579],[0.05731955170631409]
JXX,[-0.16486406011996246],[-0.06347968429327011]
JXY,[-0.5733417102051386],[-0.6708259582519531]
JXZ,[-0.21664558108338805],[-0.45582979917526245]
JYX,[0.684527873325528],[0.7558116912841797]
JYY,[-0.7377955078124652],[-0.8114238381385803]
JYZ,[-0.6248275905664575],[-0.3664092719554901]
JZX,[-0.9444071589857421],[-0.8963835835456848]
JZY,[-0.520225806988122],[-0.7261791229248047]
JZZ,[-0.8100296643317768],[-1.0476932525634766]
