,treino,previsto
gamma1,[0.13948974986003737],[0.13925887644290924]
gamma2,[0.163836144803976],[0.16405898332595825]
gamma3,[0.46443579215550523],[0.46378904581069946]
gamma4,[0.8613332758638482],[0.8601227402687073]
JXX,[0.7049624374714418],[0.7043110132217407]
JXY,[0.37205632722347204],[0.3720909357070923]
JXZ,[-0.7289865579589982],[-0.7287737727165222]
JYX,[0.983481168032575],[0.9831345081329346]
JYY,[-0.7552620814992317],[-0.753524899482727]
JYZ,[-0.7187700777991153],[-0.7174145579338074]
JZX,[-0.6533605986568296],[-0.6528472304344177]
JZY,[-0.17959942931413186],[-0.17922525107860565]
JZZ,[0.33965764099196205],[0.33915409445762634]
JIX,[-0.20502224603708497],[-0.20377866923809052]
JIY,[-0.6209768603323691],[-0.6199238896369934]
JIZ,[0.8048786399510626],[0.8012423515319824]
JXI,[0.25107473156469906],[0.2515636384487152]
JYI,[0.05334375453651985],[0.05408992990851402]
JZI,[0.3934534044238047],[0.3930814862251282]
