,treino,previsto
gamma1,[0.4438774447470737],[0.44321632385253906]
gamma2,[0.9596160635365508],[0.9584286212921143]
gamma3,[0.9712559648074823],[0.9693056344985962]
gamma4,[0.8383626047485429],[0.8356031179428101]
JXX,[0.26207593059135315],[0.26303303241729736]
JXY,[-0.2615403318741629],[-0.26053348183631897]
JXZ,[0.05603724403844934],[0.055924203246831894]
JYX,[-0.7842866333945362],[-0.7830336093902588]
JYY,[0.365899867666593],[0.36398547887802124]
JYZ,[0.20133672349955978],[0.19920355081558228]
JZX,[-0.43615095428719],[-0.4355522096157074]
JZY,[-0.24285431246360178],[-0.24466603994369507]
JZZ,[0.4722630742673428],[0.47335490584373474]
JIX,[0.36400912117595574],[0.3670082688331604]
JIY,[-0.8167947838408722],[-0.8130333423614502]
JIZ,[0.2356326977228047],[0.22381117939949036]
JXI,[0.6838398091019124],[0.6817426085472107]
JYI,[0.6691005771521796],[0.6682711243629456]
JZI,[0.030035451582698824],[0.028071515262126923]
