,treino,previsto
gamma1,[0.3493243355051877],[0.34931474924087524]
gamma2,[0.16679970202499006],[0.16700980067253113]
gamma3,[0.34767461274915756],[0.34758689999580383]
gamma4,[0.03029517373803181],[0.030267298221588135]
JIX,[-0.3524933083584687],[-0.35239142179489136]
JIY,[0.24005897043108937],[0.240003302693367]
JIZ,[-0.9830400010208644],[-0.9829663038253784]
JXI,[0.9657155745444512],[0.9657922983169556]
JYI,[0.6443170123795019],[0.6443812251091003]
JZI,[0.9980395764003489],[0.9978674054145813]
JXX,[-0.4732993977256994],[-0.47347310185432434]
JXY,[-0.601022697802895],[-0.6008652448654175]
JXZ,[-0.8905240506758743],[-0.8903812766075134]
JYX,[-0.6123952492363249],[-0.6125125288963318]
JYY,[-0.951628553680506],[-0.9515314102172852]
JYZ,[0.38347605655689154],[0.3834677040576935]
JZX,[-0.26866060598167785],[-0.26826930046081543]
JZY,[0.6311232813762566],[0.6315727233886719]
JZZ,[0.5213440527032356],[0.5214259028434753]
