,treino,previsto
gamma1,[0.30821956876132295],[0.3586657643318176]
gamma2,[0.4007024373711281],[0.3898727297782898]
gamma3,[0.8816498189519364],[0.8424037098884583]
gamma4,[0.012715156358592217],[0.006564588285982609]
JIX,[-0.8504124862537785],[-0.783071756362915]
JIY,[0.5320014716444283],[0.4985540807247162]
JIZ,[0.944187335187751],[0.9262772798538208]
JXI,[-0.16941362221762857],[-0.046851109713315964]
JYI,[0.889752232974109],[0.910343587398529]
JZI,[-0.1410672442944536],[-0.210759699344635]
JXX,[0.24322790321746246],[0.20446695387363434]
JXY,[0.8389083130549975],[0.8826912641525269]
JXZ,[-0.5924918257624066],[-0.5209836363792419]
JYX,[-0.920518135049899],[-0.9330857396125793]
JYY,[-0.6464582042697216],[-0.737540602684021]
JYZ,[-0.9300242489872956],[-0.9267414808273315]
JZX,[-0.12107743052932629],[-0.060245782136917114]
JZY,[-0.7539648609946157],[-0.7679234147071838]
JZZ,[-0.8089635298967284],[-0.8446698784828186]
