,treino,previsto
gamma1,[0.6820517412886784],[0.6821237802505493]
gamma2,[0.1929848757640874],[0.1928226500749588]
gamma3,[0.5536151654982843],[0.5535991787910461]
gamma4,[0.8051240498489732],[0.8049659729003906]
JXX,[-0.05949148587110997],[-0.059398103505373]
JXY,[0.5194612701957861],[0.5194445848464966]
JXZ,[-0.2536792558523169],[-0.25366026163101196]
JYX,[0.5402796718759804],[0.5401244759559631]
JYY,[-0.45460382865605853],[-0.4542571008205414]
JYZ,[0.6038309663252073],[0.6038275361061096]
JZX,[0.45964966524403206],[0.45975348353385925]
JZY,[-0.17198711766939323],[-0.17181682586669922]
JZZ,[0.07661043911055376],[0.07668378949165344]
JIX,[0.586680167523326],[0.5864654183387756]
JIY,[0.6439080846394536],[0.6438702940940857]
JIZ,[-0.029930744138109366],[-0.03003859892487526]
JXI,[-0.47675703411068415],[-0.4764261841773987]
JYI,[-0.999096570229858],[-0.998989462852478]
JZI,[0.32563712576753523],[0.3255060613155365]
