,treino,previsto
gamma1,[0.5739411879281008],[0.5738030672073364]
gamma2,[0.013114189588902203],[0.013203839771449566]
gamma3,[0.21672980046384815],[0.21677176654338837]
gamma4,[0.2794823660111103],[0.27944865822792053]
JXX,[-0.9419895434327705],[-0.9420698285102844]
JXY,[-0.0687546912437893],[-0.06862354278564453]
JXZ,[0.8867134339966274],[0.8869631886482239]
JYX,[0.2979491062738484],[0.29756155610084534]
JYY,[0.8018009835012454],[0.801460325717926]
JYZ,[-0.7735880706937113],[-0.7736531496047974]
JZX,[-0.06186190443567252],[-0.06173451244831085]
JZY,[-0.5068543347603394],[-0.5065914988517761]
JZZ,[0.08752171847186085],[0.08737523853778839]
JIX,[0.24580338977940386],[0.24598045647144318]
JIY,[0.4835739785214588],[0.4836921989917755]
JIZ,[0.5903871311313933],[0.5904810428619385]
JXI,[0.8849005675541006],[0.884982705116272]
JYI,[0.4797971494798614],[0.4800252318382263]
JZI,[0.844649993330834],[0.8444242477416992]
