,treino,previsto
gamma1,[0.5808813852633757],[0.4918304979801178]
gamma2,[0.7594878838401685],[0.7663059234619141]
gamma3,[0.2084530917276468],[0.16135524213314056]
gamma4,[0.062205782406492105],[0.07208312302827835]
JIX,[0.5830518719229318],[0.5613201856613159]
JIY,[-0.9379325277179429],[-0.8281322121620178]
JIZ,[0.6754839419077516],[0.5559065341949463]
JXI,[-0.3650404551155011],[-0.1424722820520401]
JYI,[-0.9759637002846477],[-0.9647848010063171]
JZI,[-0.8606398745222861],[-1.0527303218841553]
JXX,[0.004466619199896327],[-0.021097907796502113]
JXY,[0.2631832108452503],[0.28692641854286194]
JXZ,[0.642755936407096],[0.5724354386329651]
JYX,[0.6342042740943745],[0.46948909759521484]
JYY,[-0.794756935787041],[-0.5771986842155457]
JYZ,[0.727560333989069],[0.7180230021476746]
JZX,[-0.8084007354409559],[-0.9661701321601868]
JZY,[0.6392892064009212],[0.6276641488075256]
JZZ,[-0.07912719249258626],[-0.08478710055351257]
