,treino,previsto
gamma1,[0.7808225146632043],[0.7809162735939026]
gamma2,[0.4458428536123128],[0.44584277272224426]
gamma3,[0.09635672042981958],[0.09627848863601685]
gamma4,[0.031698349795664105],[0.03173161670565605]
JIX,[0.819538475847744],[0.8196136355400085]
JIY,[-0.41184191848264295],[-0.4117641746997833]
JIZ,[-0.08113224133756103],[-0.08100699633359909]
JXI,[-0.7272825789128776],[-0.7273657917976379]
JYI,[0.9901214406925392],[0.9900994896888733]
JZI,[-0.6907120075849054],[-0.6908292174339294]
JXX,[0.3478791069281282],[0.34783700108528137]
JXY,[0.19605110908336165],[0.19602513313293457]
JXZ,[0.4292474339778447],[0.42930349707603455]
JYX,[-0.17894815197709124],[-0.17898991703987122]
JYY,[-0.2398214007224022],[-0.23987586796283722]
JYZ,[-0.20020701514138461],[-0.20015814900398254]
JZX,[-0.8548967912090066],[-0.8549484014511108]
JZY,[-0.36047022384573424],[-0.36057770252227783]
JZZ,[-0.448333704823876],[-0.44822967052459717]
