,treino,previsto
gamma1,[0.8987383567957395],[0.8822060227394104]
gamma2,[0.5675682084836022],[0.5674837827682495]
gamma3,[0.230046952051981],[0.22801610827445984]
gamma4,[0.523269597544914],[0.516562283039093]
JIX,[-0.2963074883442347],[-0.3482680916786194]
JIY,[-0.13962750801980395],[-0.14304161071777344]
JIZ,[-0.0926582728208516],[-0.13060127198696136]
JXI,[-0.31306051824349357],[-0.3269302248954773]
JYI,[0.024888729848817848],[0.00419157650321722]
JZI,[-0.21516919708905635],[-0.1251942366361618]
JXX,[-0.9181825549143148],[-0.9224804639816284]
JXY,[-0.16293478520770655],[-0.16312964260578156]
JXZ,[-0.9526802754794608],[-0.9492692351341248]
JYX,[-0.7950883060600384],[-0.7898592352867126]
JYY,[-0.47238671865091586],[-0.49500572681427]
JYZ,[0.9311461864746311],[0.9112673997879028]
JZX,[-0.036894444765783074],[-0.09924275428056717]
JZY,[0.09337554885649313],[0.12689192593097687]
JZZ,[0.8348075571017148],[0.8126727342605591]
